Question	Comment
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	It’s the perfect size to fund amazing technological  projects and set it apart from other similarly sized cities.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Family assistance 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Future development is questionable but optimistic 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Great infrastructure new innovation 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Nice to see that plans are being made to create a smarter city.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The improvement of Parks.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Our potential for improvement and excellence 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Better quality of life for residents. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"That there's a lot of brilliant people working together to build lasting, scalable models of equity and sustainability within our communities."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth potential 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The culture mix of people, the bond of being in Texas "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"To possibilities
We love in a major city and pilot new ideas"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	N/a
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growing 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The growth and development 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Vegan options in schools and restaurants and non GMO and chemical free air.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"San Antonio has a lot of potential and can be a progressive, inclusive, and sustainable city with the right planning. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Not much right now
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"How so many other out of town visitors love the city that we call home and find so much interest and fascination! It can only continue to serve San Antonio and the locals, I hope."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"All of the growth in housing, and school funding. Helping the middle class succeed"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Where our technology is popping up 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Being better city 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Quiet city and welcoming
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Saber que San Antonio es muy seguro
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"What most excites me is the rate at which the city is adopting new technologies. If San Antonio can become a tech center for the future, Silicon Valley and Fortune 500 companies will take notice and help to modernize the city and provide lucrative jobs."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Having technology driven kids
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Esports.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The options the future has to learn and grow
  "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The openess for change, i.e better transport and greener spaces "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I’m not sure. It’s seems like we are growing so fast. I’m not sure  we are able to keep up. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Expanding the public transportation of the nest 20 years.  Reducing the number of ""big trucks"" being used for personal use on the road.  Rant - One person in a big truck using lots of gas and poluting the environment.  We should have begun reducing carbon emissions in 1980.
"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The role technology will play in the advancement of SA. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Rapid growth to come with the advantage of seeing what other big cities have failed to do.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"A globally recognized city known for innovation, quality of life and a place where it is fun to be a young person!"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Economic growth, strong demographics and the opportunity to shape the influence those will have."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Opportunity to capitalize on growth to enhance opportunities and the existing cultural fabric of the city.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	We have the potential to be great. We just have to prioritize what it means to be great. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The youth/new generation.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Opportunity to leverage our geo position to bring business to SA, continue to provide opportunities to all communities to create a career in SA longterm "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The potential to create a metroplex  with the surrounding cities similar to DFW.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Low cost of.living and willingness to.invest in startups
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"high job growth, sustainable development, more and better access to natural areas and parks, economic diversity, diverse and inclusive community"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Continuing our culture, history, and community. Advocating for more equitable practices, green spaces, and innovative and creative development "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"rail, more green spaces, urban density"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Building the most welcoming, resilient community in the country! I love San Antonio and am very happy to call it home for where my wife and I are raising our family. 

To me, I think San Antonio has an incredible opportunity to be a leader on what it means to build and grow a city in a way that's sustainable, equitable, and resilient. 

We have a strong community, strong culture and very importantly a welcoming culture. Let's work on things that affect the quality of life of PEOPLE! 

Support local businesses and community initiatives and support climate resilience because this place is going to get hot! "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Being able to develop true to our culture- being a city that cares about livelihoods of San Antonians more than economic wealth for the sake of wealth. We have Austin as a cautionary tale and we have the opportunity to be a leader in environmental and cultural wealth for the benefit of San Antonians without trading our authenticity.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The energy and focus on business startups.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth and the chance to build up tech in an informed manner by learning from the successes and mistakes of other large metro areas.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth and opportunity
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Nothing , the city seems to be going backwards. I’m excited for the future generations to vote the current people out and actually see change"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth of business and population
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The support of small business owners will go far to help the city have its uniqueness, we don’t wanna be the next Austin, or large metro like Houston or Dallas, we are a friendly, military, mom &pop/ private owner supporters, let’s stay that way! "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Growth in solar power
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	People invested in our duty 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I am mostly anxious about San Antonio being livable in 30 years with climate change. I think we have the potential to be completely carbon neutral with solar and wind power. We could focus on real transit solutions like rail and increase our tree cover to make walking around the city a true pleasure to experience the great cultural diversity we have in this beautiful city.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Willingness to explore things like technology and environmental improvements 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Hoping it becomes more Special Needs friendly - There are no programs to serve child care needs of the Special Ones. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Technology. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I love SA but wish it would quite growing. We don’t want to become Austin/Dallas or Houston
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The growth opportunities and the sense of community. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	What is exciting is the fact that the city seems to be  growing in popularity and  is becoming more popular with corporations and thus leading to good jobs and a great place to live and work 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Better Government representation and not GREED!
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	A hopeful reduction in crime. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	opportunities for more efficient transit and a more walkable city
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Better traffic management
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Greg Abbott and Ted Cruz not holding any sort of influence in Texas.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The opportunity to do better than some other cities have.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Seeing it grow into a more efficient community that is green
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"San Antonio is rapidly growing, which means it's prime time to make large changes in infrastructure!"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"More EV charging stations, preferably Level 3 fast chargers. We only have 2 in the city.  "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Small technology businesses
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The potential to do great things.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Nothing right now
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The growth of organizations like SA Speak up
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Haven't seen much that excites me. The crippling car dependency will significantly harm the finances of the city when the infrastructure reaches end of life and it becomes obvious that the tax base cannot afford to maintain the sprawl. We must make good economic decisions and invest in smart infrastructure.  
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Downtown revitalization, a greener future, and functional public transportation."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"New entertainment , art facilities and skilled job growth. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Moving to a less car dependent city would excite me the most about the future.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"We have an opportunity to learn from the mistakes of Austin, where so many people simply can't afford to live, nor do they want to live.  The city has lost what made it a great place.  We have to avoid that in SA because without the culture what are we?  Embrace our roots, avoid pricing people out, prevent the pollution and traffic problems that come with growth.  Don't turn us into Houston!  haha"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	cultural vibrancy and diversity
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The growth of the city provides many opportunities, and challenges, to provide more socioeconomic benefits for the citizens."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Uncertain. Too many illegal immigrants at the moment. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Learning from sister cities to improve public transportation, grow our economy, boost tourism, all while maintaining our strong culture and traditions."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Creating a vibrant city built around the people who live there, not cars"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Right now not feeling excited about the future of SA
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"There is a unique growth of manufacturing and industrial investment combined with growth in the tech scene (start ups, tech poet, capital factory) as well as a cost of living and diversity that has the promise to address diversity in all growth areas. It is exciting to be here and play a small part in this growth."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I love this city. I love it’s history and culture. I hope it will invest in rail transportation and a bigger airport immediately. SATX and Austin are going to be as big as DC-Baltimore-Richmond in 5-10 years.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Opportunity to become a Blue Zone or like public health project - must take care of safety first though as people have to feel safe to get outside and exercise. Even areas long considered safe places to do that have begun to experience high crime
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The city’s want to become better in many different ways. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	the diverisity of the city and the care that you are putting into the planning of the city. thank you
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I’m more scared, than excited. My lease is up in 3 months, I’m scared to see the increase. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Seeing women in leadership 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Culture can ulitmely lead these things into existence. I personally don’t want us to compromise culture for a smart city. But they can work as both
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Not much, it’s mismanaged."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Expanding and getting people to use safe public transportation.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I would like to continue to see more innovation to serve the needs of the expanding tech population, but also serve underserved communities as well."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Better roads, but we really need a train system to make public transportation fast and accessible. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"i like that it's growing, but i want to see the infrastructure also grow to support it.  our roads are littered with debris from unsecured trucks.  there are also potholes and crash debris.  "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The growth and opportunities to help small local businesses thrive
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I'm already impressed with the community mindset, and look forward to seeing that develop further."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	What excites me is that we have an opportunity to carefully modernize our city.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"It's continuation of being traditional, yet innovative unlike any other city in the world."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Best public school facility in the Nation; Able to compete Globally
Best Health and Health infrastructure for public
Best Sports areas for Children
San Antonio being a major contributor to Start ups and similar entrepreneur opportunities "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The minimizing of conservative ideals that our youth are displaying and the shift away from deifying the police and fire department
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Gronthor. But it also scares me, because infrastructure and services aren't growing to keep pace."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Such great infrastructure, with continued funding and innovation it'll only get better."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	It’s “potential” to become a leading Smart City
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Possibility of new professional sports teams.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	More growth and more opportunities 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	It being an oaises in Texas as the rest is desert 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Increasing density. Thankfully the city is allowing this happen in some places. Current suburban sprawl is a drain on our economy and destructive to our environment.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	more pop culture related conventions 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	That it is in the great state of Texas.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Controlled growth
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Being here as it is happening 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Im scared
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Seeing the environment, culture, and economy become more integrated and environmentally sustainable."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The idea that a cleaner city with more access to good public transportation. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Building functional public transportation including a commuter rail throughout the city 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I would be excited it they would stop building
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The possibility of a better public transportation system. If that doesn’t happen I’m moving without a doubt, so that’s exciting as well. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"San Antonio is at the beginning of a major transformation.  If managed well, this could become a model city for decades to come.  Or it can become Houston Part II."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Adoption of pro-environmental policies and eco-friendly tech.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"There's so much diversity and rich experiences brought together by blending and celebrating the heritage of people in this city. Keep doing that with an eye to health, resilience, and sustainability and this city had a very bright, healthy, and safe future ahead of it."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	That a decent amount of voter turnout is increasingly young. They're taking a part in shaping that future.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Living here 4 years, growth and possibility of public transport"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Better public transportation. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"We need rail. Not just in rich areas or poor or near sporting areas. Across the city. And not Tesla's stupid tunnel for their cars only. Fewer cars, more people should be the goal. Which will improve the environment, the cost of living, and employment."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Rejuvenation of downtown.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The potential for public transportation to enhance the experience of getting around the region.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Possibility of a rail network
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Seeing infrastructure development. the city is growing so fast but also further and further away 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I'm seeing less lawns, more native plants, increased adoption of solar, fiber internet service"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Our future as a fast growing, diverse, compassionate and responsible city"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Possibly faster transit to Austin
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Rail way system 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The peoples need for better transportation and housing closer to the center of the city.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"It's a growing city, but the youth require more collaborative thinking with more sustainable options, and we need to provide that."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"There are people who support creating a thriving, safe and innovative San Antonio. I love this city and the community is unmatched- but we need to focus resources on the most vulnerable  and continue to support each other. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The ability for us to become a large tech hub and take care of other San Antonians.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	City infrastructure 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Green initiates and public transportation efforts
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The possibility to change how we design our infrastructure to better accommodate for the weather we have, while still providing those growth opportunities for those that want it.  "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Separate lanes to include pedestrians, wheelchairs, and bicycles, similar to those in Europe (Amsterdam.) "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Improved public transportation, and people seem to care more about parks, public transportation, and the overall pattern of urban development and planning."
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	improvements to downtown and impoverished neighborhoods
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Our park system
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	the untapped potential of its human capital
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Not much to be honest.  Once our kids graduate high school we are probably moving to a city where it's possible to get around without a car.  Will certainly miss the food!
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	I’m excited for it to grow as a cultural and community oriented city and have the infrastructure to enable that growth!
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	The spurs
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Less driving please
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"I'm excited about plans to make San Antonio more walkable and bikeable, and to improve housing costs"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Economic growth / diversity. While SA is undergoing explosive growth, I hope the city is looking into preserving green spaces for our animals / environment / leisure"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Hopefully light rail
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Job growth 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Lots of green space and beautiful parks. One day I would like to see  high speed rail to Austin.  
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"The growth of the city, now let’s make it more accessible!"
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Our historical past and multi-cultural future. We can build things better because we have the local know-how.
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	A growing city continues to grow but still maintains its culture of lifting up everyone to be successful
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	"Nothing. This city needs so much work from top to bottom. If I had to say anything, I guess “potential” to be something. Something other than what it is now. "
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	more busses
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Evolving the future today for our generations of tomorrow. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	Actually it scares me that we will become the next Austin or San Francisco that so many locals will get pushed out by rich people moving here and driving up prices. 
Comments: 7. What most excites you about San Antonio's future? /¿Qué es lo que más lo emociona del futuro de San Antonio? [#144542]	San Antonio is growing very quickly. We must have better public transportation to support this. It is obvious by now that adding another lane to interstates or highways is not enough. We need a railway system within the city. We also need a cleaner city. There is too much garbage along the sides of the roads and it causes accidents. 
